<TICKER>;<PER>;<DATE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
IRKT;D;20221109;38.0000000;38.1600000;36.9600000;37.1000000;258800
IRKT;D;20221110;37.1000000;37.9600000;37.0000000;37.7400000;165300
IRKT;D;20221111;37.7600000;38.0600000;37.2800000;37.4400000;92000
IRKT;D;20221114;37.4600000;39.8400000;36.9800000;37.6800000;829000
IRKT;D;20221115;38.1600000;38.4800000;37.5800000;37.7800000;290000
IRKT;D;20221116;37.7800000;38.1800000;37.5800000;37.7600000;93600
IRKT;D;20221117;37.7600000;37.9600000;36.9200000;37.0200000;273000
IRKT;D;20221118;37.2800000;37.9400000;36.5000000;37.0600000;138200
IRKT;D;20221121;36.9600000;37.2200000;36.3800000;36.5600000;135300
IRKT;D;20221122;36.9400000;37.0000000;36.5200000;36.6400000;101600
